transaction_id,amount,category,reconstruction_error,is_fraud,fraud_probability,risk_level,processing_time_ms,timestamp
b9c4615bec3561c8e83b0c1d6c7028e2,50.79,gas_transport,0.00032838922925293446,False,0.7975292801856995,High,8.63,2026-02-06T15:11:28.260161
19e23c6a300c774354417befe4f31f8c,46.28,grocery_net,0.00019352829258423299,False,0.47000470757484436,Medium,5.0,2026-02-06T15:11:29.262670
c4b4daebab8be54cadde4b941244ca53,9.55,shopping_pos,0.0015384247526526451,True,1.0,High,7.12,2026-02-06T15:11:30.272043
d2432bfeabf142dc1bae1d426e32aecc,22.95,shopping_pos,0.00019127994892187417,False,0.4645443558692932,Medium,10.04,2026-02-06T15:11:31.277959
abe0676c18f34fa305b113fa762e29b5,2.55,misc_net,0.00023621249420102686,False,0.5736680030822754,Medium,7.99,2026-02-06T15:11:32.277915
6f363661ba6b55889e488dd178f2a0af,64.09,grocery_pos,0.00035257654963061213,False,0.8562708497047424,High,6.0,2026-02-06T15:11:33.282063
f3c43d336e92a44fc2fb67058d5949e3,6.85,misc_pos,0.00021986427600495517,False,0.5339645147323608,Medium,6.0,2026-02-06T15:11:34.287122
95826e3caa9e0b905294c6dae985aec1,90.22,grocery_pos,0.0039276243187487125,True,1.0,High,8.01,2026-02-06T15:11:35.290131
20490f3f0966ce74b4aaba8dc2c4ed52,4.02,shopping_pos,0.0001976621861103922,False,0.48004433512687683,Medium,5.99,2026-02-06T15:11:36.296408
870c92b288a974a2faf1f24b05c27e33,3.66,shopping_net,0.0019240257097408175,True,1.0,High,7.05,2026-02-06T15:11:37.306868
cb598ec00d349dc95e7b3c18de5ae800,82.8,grocery_pos,0.0004724173340946436,True,1.0,High,6.99,2026-02-06T15:11:38.323538
20f048d3907dbb9978e23bee7b7578ce,66.21,shopping_pos,0.00026129093021154404,False,0.6345736980438232,Medium,5.99,2026-02-06T15:11:39.319538
1654da2abfb9e79a5f99167fc9779558,25.58,misc_pos,0.00025830621598288417,False,0.6273249983787537,Medium,6.07,2026-02-06T15:11:40.325613
c733711c521c41c578f4a964d8350df0,9.03,shopping_pos,0.0002985976170748472,False,0.7251771092414856,High,5.0,2026-02-06T15:11:41.325196
7e2f9596cb3a3595ece15611ee338e5c,99.0,grocery_pos,0.00036778414505533874,False,0.8932041525840759,High,5.99,2026-02-06T15:11:42.333197
f246ac27c09429ff1e385d4683c79c4d,207.36,grocery_pos,0.00034227303694933653,False,0.8312476277351379,High,6.99,2026-02-06T15:11:43.340197
7bb25a43205191eb7344282b88fc54d3,181.35,misc_pos,0.0003811567439697683,False,0.9256809949874878,High,6.0,2026-02-06T15:11:44.344617
61bcb858dd5c8e2d0d46d02b4fa0bf8e,82.22,gas_transport,0.0001696885155979544,False,0.4121071994304657,Medium,4.02,2026-02-06T15:11:45.346686
a8394c3e555166ce2f90eee628bd9ade,221.81,grocery_pos,0.00033139612060040236,False,0.804831862449646,High,5.0,2026-02-06T15:11:46.352295
f1566e9623814dd277dfa2a9bf83ea36,53.6,gas_transport,0.00017349186236970127,False,0.4213440418243408,Medium,6.99,2026-02-06T15:11:47.364888
8d11abad6bc3501f9994f061e3a5b730,54.02,misc_pos,0.0002131758228642866,False,0.5177208781242371,Medium,6.99,2026-02-06T15:11:48.377888
47238da5b40d126c8abea40a857c7809,102.13,gas_transport,0.00016775242693256587,False,0.40740519762039185,Medium,6.0,2026-02-06T15:11:49.389348
d9dcde500bed2cad48ee41e44c362596,212.75,grocery_pos,0.00017972073692362756,False,0.436471551656723,Medium,5.99,2026-02-06T15:11:50.405347
14a6e29ac65424550ea7e7c9f551dbb8,130.4,grocery_pos,0.0007406086660921574,True,1.0,High,5.99,2026-02-06T15:11:51.408346
685bcca9eb5ce554134d7242d564ecc9,91.16,grocery_pos,0.0003087471704930067,False,0.7498264312744141,High,5.99,2026-02-06T15:11:52.409438
392529cae1f1f1647093732a8f319c50,55.78,gas_transport,0.0001797480508685112,False,0.43653789162635803,Medium,4.99,2026-02-06T15:11:53.413264
9b7a0619dcc5c572dc134f2827ed5a6b,83.07,grocery_pos,0.00015089736552909017,False,0.3664708137512207,Medium,5.0,2026-02-06T15:11:54.409981
f1e1ad954f49955c37b45eb71b2d1642,4.38,shopping_net,0.00021236772590782493,False,0.5157583355903625,Medium,7.0,2026-02-06T15:11:55.428897
e02fd7d82af517718f83a3f05077d435,130.89,grocery_pos,0.0003333631611894816,False,0.809609055519104,High,10.0,2026-02-06T15:11:56.433899
289789e617eece42a9cafe36680b1b69,103.0,grocery_pos,0.0006031899247318506,True,1.0,High,9.01,2026-02-06T15:11:57.430232
64a6d4be2510d764cbd869cd2a57a4fd,50.82,grocery_net,0.0011327596148476005,True,1.0,High,5.0,2026-02-06T15:11:58.431280
211c26efcb0ed5e87d4700daee23e070,60.77,gas_transport,0.00019169917504768819,False,0.46556249260902405,Medium,5.0,2026-02-06T15:11:59.438669
7d68e49b63d845b808108fcd41c15877,122.86,food_dining,0.0006118554156273603,True,1.0,High,6.02,2026-02-06T15:12:00.440279
88fde595524ba43924f36bd397b86413,212.45,grocery_pos,0.00016376539133489132,False,0.3977222442626953,Medium,4.99,2026-02-06T15:12:01.447221
01620e8ae84989a6f95581855e49da99,7.33,misc_pos,0.0002502463466953486,False,0.6077507138252258,Medium,5.0,2026-02-06T15:12:02.446218
7b91bd200c11c5cd24b43694e12b5bbc,70.53,gas_transport,0.00026020267978310585,False,0.6319307684898376,Medium,4.0,2026-02-06T15:12:03.444227
d94f89d7360cd6bade6cf1b73d003e8f,58.26,grocery_pos,0.0001919824571814388,False,0.466250479221344,Medium,6.08,2026-02-06T15:12:04.465305
16e0d3920a0e896a70fa54e7162165c0,50.45,grocery_net,0.0005671903491020203,True,1.0,High,7.93,2026-02-06T15:12:05.471228
048dc7fc7ae8efd51f59f7176e6a8bd7,177.57,misc_net,0.0007672876818105578,True,1.0,High,6.07,2026-02-06T15:12:06.471635
70ed1a189a6bce479e564b120f2379d9,8.57,shopping_pos,0.0001840766053646803,False,0.4470502436161041,Medium,5.97,2026-02-06T15:12:07.477550
144d8b04f90eb30e8df105a091212d99,56.66,gas_transport,0.0004659410915337503,True,1.0,High,5.09,2026-02-06T15:12:08.480644
d6b7e57ba04fbb046f93a87301e493cb,75.34,grocery_net,0.00018691387958824635,False,0.45394086837768555,Medium,8.0,2026-02-06T15:12:09.499255
2eb55ba0572d67a64baaa8c463878d8c,62.54,gas_transport,0.00016000749019440264,False,0.3885957598686218,Medium,14.97,2026-02-06T15:12:10.515312
